Date,Time,Location/Area,Accident Type,Severity,Vehicle Type
2025-08-12,00:09:00,South,Single Vehicle,Moderate,Car
2025-08-13,20:11:00,Industrial,Single Vehicle,Moderate,Car
2025-08-13,02:53:00,Central,Pedestrian,Severe,Motorcycle
2025-08-13,19:03:00,Industrial,Collision,Minor,Bus
2025-08-13,01:30:00,East,Rear-end,Fatal,Car
2025-08-13,08:17:00,Highway,Collision,Moderate,Motorcycle
2025-08-13,18:15:00,Suburban,Rear-end,Moderate,Car
2025-08-13,14:39:00,Suburban,Collision,Minor,Car
2025-08-13,17:35:00,Highway,Rear-end,Moderate,Auto
2025-08-13,10:24:00,East,Hit-and-run,Moderate,Auto
2025-08-13,22:22:00,South,Rear-end,Moderate,Motorcycle
2025-08-13,15:11:00,East,Rear-end,Moderate,Car
2025-08-13,21:33:00,Industrial,Single Vehicle,Minor,Car
2025-08-13,16:35:00,Highway,Collision,Minor,Bicycle
2025-08-13,04:36:00,North,Pedestrian,Minor,Car
2025-08-14,11:02:00,Suburban,Collision,Minor,Bus
2025-08-14,10:08:00,Highway,Collision,Minor,Car
2025-08-14,14:52:00,Suburban,Collision,Minor,Bicycle
2025-08-14,02:17:00,Highway,Pedestrian,Minor,Car
2025-08-14,00:42:00,North,Rear-end,Moderate,Car
2025-08-14,19:34:00,Central,Single Vehicle,Minor,Truck
2025-08-14,15:56:00,Central,Rear-end,Severe,Bicycle
2025-08-14,01:54:00,South,Collision,Moderate,Bicycle
2025-08-14,01:33:00,West,Hit-and-run,Moderate,Truck
2025-08-14,02:40:00,Highway,Collision,Minor,Bus
2025-08-14,07:13:00,Highway,Pedestrian,Moderate,Motorcycle
2025-08-14,23:03:00,West,Collision,Moderate,Bus
2025-08-14,14:28:00,Central,Collision,Fatal,Auto
2025-08-14,06:40:00,North,Pedestrian,Moderate,Motorcycle
2025-08-15,05:44:00,Central,Single Vehicle,Moderate,Motorcycle
2025-08-15,08:49:00,South,Collision,Severe,Motorcycle
2025-08-15,19:14:00,East,Pedestrian,Minor,Motorcycle
2025-08-15,00:27:00,Central,Collision,Minor,Auto
2025-08-15,07:41:00,South,Pedestrian,Moderate,Car
2025-08-15,22:15:00,Central,Hit-and-run,Minor,Car
2025-08-15,22:11:00,West,Collision,Minor,Motorcycle
2025-08-15,02:51:00,East,Collision,Moderate,Car
2025-08-15,03:04:00,East,Collision,Minor,Motorcycle
2025-08-15,14:33:00,East,Rear-end,Moderate,Auto
2025-08-15,05:41:00,Suburban,Collision,Severe,Motorcycle
2025-08-15,14:00:00,North,Hit-and-run,Minor,Auto
2025-08-15,20:38:00,East,Single Vehicle,Minor,Car
2025-08-15,02:31:00,Industrial,Collision,Minor,Auto
2025-08-15,20:25:00,West,Rear-end,Minor,Motorcycle
2025-08-16,20:16:00,Suburban,Rear-end,Minor,Car
2025-08-16,13:47:00,South,Single Vehicle,Minor,Truck
2025-08-16,19:58:00,East,Rear-end,Minor,Bicycle
2025-08-16,13:26:00,Central,Rear-end,Minor,Car
2025-08-16,03:23:00,West,Rear-end,Moderate,Motorcycle
2025-08-16,11:34:00,North,Collision,Severe,Auto
2025-08-16,16:45:00,Central,Collision,Moderate,Car
2025-08-16,06:41:00,West,Rear-end,Moderate,Truck
2025-08-16,08:53:00,East,Collision,Minor,Motorcycle
2025-08-16,02:38:00,Central,Rear-end,Moderate,Car
2025-08-16,12:25:00,Industrial,Collision,Minor,Truck
2025-08-16,14:48:00,West,Rear-end,Minor,Car
2025-08-16,17:37:00,North,Collision,Severe,Bus
2025-08-16,18:22:00,East,Single Vehicle,Minor,Car
2025-08-17,00:21:00,Industrial,Single Vehicle,Minor,Car
2025-08-17,05:03:00,East,Collision,Severe,Motorcycle
2025-08-17,22:48:00,South,Collision,Severe,Car
2025-08-17,01:58:00,South,Rear-end,Minor,Car
2025-08-17,23:08:00,West,Collision,Minor,Auto
2025-08-17,13:03:00,Suburban,Collision,Moderate,Auto
2025-08-17,05:06:00,Industrial,Collision,Moderate,Auto
2025-08-17,13:22:00,Central,Single Vehicle,Minor,Motorcycle
2025-08-17,03:01:00,East,Single Vehicle,Moderate,Auto
2025-08-17,20:48:00,Highway,Rear-end,Fatal,Auto
2025-08-17,07:23:00,Central,Rear-end,Minor,Car
2025-08-17,02:39:00,Suburban,Single Vehicle,Severe,Car
2025-08-17,18:54:00,Suburban,Single Vehicle,Fatal,Car
2025-08-17,13:30:00,Central,Single Vehicle,Minor,Motorcycle
2025-08-18,19:46:00,Suburban,Collision,Moderate,Auto
2025-08-18,16:30:00,South,Collision,Minor,Motorcycle
2025-08-18,07:46:00,Highway,Hit-and-run,Moderate,Truck
2025-08-18,23:39:00,South,Rear-end,Severe,Car
2025-08-18,13:47:00,East,Collision,Minor,Car
2025-08-18,05:50:00,West,Collision,Moderate,Motorcycle
2025-08-18,22:42:00,Highway,Single Vehicle,Severe,Bicycle
2025-08-18,21:33:00,Central,Single Vehicle,Minor,Car
2025-08-18,15:54:00,West,Collision,Minor,Auto
2025-08-18,18:23:00,North,Single Vehicle,Minor,Car
2025-08-18,13:48:00,South,Rear-end,Moderate,Motorcycle
2025-08-18,18:59:00,South,Pedestrian,Fatal,Motorcycle
2025-08-18,02:25:00,East,Rear-end,Severe,Auto
2025-08-18,09:15:00,South,Collision,Minor,Car
2025-08-18,18:56:00,Central,Rear-end,Moderate,Car
2025-08-19,08:46:00,Central,Rear-end,Minor,Car
2025-08-19,19:12:00,Central,Rear-end,Minor,Auto
2025-08-19,12:14:00,East,Collision,Moderate,Car
2025-08-19,06:26:00,Suburban,Single Vehicle,Minor,Car
2025-08-19,13:03:00,Central,Collision,Moderate,Motorcycle
2025-08-19,08:15:00,Suburban,Collision,Fatal,Motorcycle
2025-08-19,22:29:00,Industrial,Rear-end,Moderate,Auto
2025-08-19,18:43:00,West,Rear-end,Moderate,Auto
2025-08-19,14:29:00,West,Rear-end,Minor,Motorcycle
2025-08-19,19:35:00,Unknown,Pedestrian,Fatal,Auto
2025-08-19,13:02:00,Central,Rear-end,Moderate,Truck
2025-08-19,23:21:00,East,Rear-end,Severe,Car
2025-08-19,05:48:00,Industrial,Hit-and-run,Minor,Auto
2025-08-19,20:21:00,West,Collision,Moderate,Truck
2025-08-20,03:49:00,Highway,Rear-end,Moderate,Car
2025-08-20,07:56:00,Central,Single Vehicle,Minor,Truck
2025-08-20,16:49:00,Industrial,Collision,Moderate,Car
2025-08-20,08:54:00,East,Rear-end,Severe,Car
2025-08-20,00:59:00,South,Single Vehicle,Minor,Truck
2025-08-20,23:48:00,South,Collision,Minor,Auto
2025-08-20,19:11:00,West,Rear-end,Moderate,Truck
2025-08-20,13:54:00,Highway,Single Vehicle,Minor,Car
2025-08-20,10:20:00,East,Collision,Moderate,Bicycle
2025-08-20,20:55:00,Highway,Collision,Moderate,Car
2025-08-20,02:03:00,South,Single Vehicle,Minor,Car
2025-08-20,08:30:00,Central,Single Vehicle,Severe,Unknown
2025-08-20,13:43:00,Central,Rear-end,Moderate,Car
2025-08-20,08:30:00,Central,Rear-end,Severe,Car
2025-08-21,03:57:00,South,Pedestrian,Moderate,Truck
2025-08-21,03:22:00,South,Hit-and-run,Severe,Auto
2025-08-21,07:53:00,Industrial,Collision,Minor,Bicycle
2025-08-21,01:52:00,Industrial,Collision,Minor,Bus
2025-08-21,08:19:00,Central,Rear-end,Minor,Motorcycle
2025-08-21,13:14:00,North,Single Vehicle,Minor,Truck
2025-08-21,21:22:00,North,Single Vehicle,Severe,Auto
2025-08-21,08:27:00,West,Single Vehicle,Minor,Motorcycle
2025-08-21,23:15:00,Central,Single Vehicle,Severe,Bus
2025-08-21,22:36:00,Central,Rear-end,Minor,Motorcycle
2025-08-21,15:20:00,Suburban,Rear-end,Minor,Car
2025-08-21,16:14:00,Highway,Pedestrian,Severe,Motorcycle
2025-08-21,15:16:00,North,Hit-and-run,Minor,Truck
2025-08-21,11:49:00,South,Rear-end,Moderate,Truck
2025-08-22,02:36:00,South,Collision,Minor,Car
2025-08-22,10:12:00,Highway,Single Vehicle,Severe,Motorcycle
2025-08-22,13:18:00,East,Rear-end,Moderate,Auto
2025-08-22,17:29:00,Central,Collision,Moderate,Bicycle
2025-08-22,20:44:00,Industrial,Hit-and-run,Minor,Car
2025-08-22,20:17:00,South,Hit-and-run,Moderate,Car
2025-08-22,04:13:00,North,Collision,Severe,Truck
2025-08-22,15:35:00,Unknown,Pedestrian,Severe,Car
2025-08-22,19:35:00,East,Collision,Minor,Car
2025-08-22,04:19:00,South,Collision,Minor,Car
2025-08-22,02:51:00,North,Rear-end,Minor,Bus
2025-08-22,11:18:00,South,Hit-and-run,Minor,Bus
2025-08-22,00:44:00,Central,Single Vehicle,Moderate,Motorcycle
2025-08-22,20:43:00,Highway,Pedestrian,Minor,Motorcycle
2025-08-22,08:06:00,Central,Single Vehicle,Minor,Motorcycle
2025-08-23,08:56:00,Central,Collision,Moderate,Car
2025-08-23,03:43:00,West,Collision,Moderate,Motorcycle
2025-08-23,02:52:00,Highway,Rear-end,Moderate,Car
2025-08-23,16:03:00,Highway,Collision,Fatal,Motorcycle
2025-08-23,01:58:00,East,Pedestrian,Minor,Car
2025-08-23,23:33:00,North,Hit-and-run,Moderate,Truck
2025-08-23,00:01:00,Industrial,Single Vehicle,Minor,Truck
2025-08-23,07:04:00,Industrial,Collision,Minor,Car
2025-08-23,12:54:00,North,Rear-end,Minor,Car
2025-08-23,22:09:00,Highway,Rear-end,Minor,Car
2025-08-23,14:31:00,Central,Collision,Minor,Truck
2025-08-23,07:41:00,Suburban,Rear-end,Minor,Car
2025-08-23,11:40:00,Highway,Rear-end,Severe,Car
2025-08-23,21:12:00,Industrial,Rear-end,Moderate,Truck
2025-08-24,11:38:00,Suburban,Collision,Fatal,Bus
2025-08-24,13:04:00,Industrial,Collision,Moderate,Car
2025-08-24,14:57:00,North,Rear-end,Minor,Motorcycle
2025-08-24,14:09:00,East,Collision,Minor,Auto
2025-08-24,08:09:00,Central,Collision,Minor,Auto
2025-08-24,18:37:00,South,Collision,Minor,Car
2025-08-24,19:26:00,Industrial,Collision,Moderate,Bus
2025-08-24,21:59:00,South,Rear-end,Moderate,Motorcycle
2025-08-24,07:50:00,South,Collision,Minor,Bicycle
2025-08-24,20:20:00,West,Rear-end,Minor,Motorcycle
2025-08-24,18:07:00,Highway,Hit-and-run,Minor,Bus
2025-08-24,05:00:00,Central,Hit-and-run,Minor,Bus
2025-08-24,19:27:00,South,Pedestrian,Minor,Motorcycle
2025-08-24,18:48:00,Central,Rear-end,Moderate,Bus
2025-08-25,03:38:00,Industrial,Rear-end,Minor,Car
2025-08-25,22:13:00,Central,Pedestrian,Moderate,Car
2025-08-25,06:20:00,Industrial,Rear-end,Minor,Motorcycle
2025-08-25,03:29:00,North,Hit-and-run,Minor,Auto
2025-08-25,21:20:00,North,Rear-end,Severe,Motorcycle
2025-08-25,11:48:00,Suburban,Rear-end,Moderate,Truck
2025-08-25,12:08:00,Central,Pedestrian,Minor,Truck
2025-08-25,02:16:00,East,Collision,Severe,Car
2025-08-25,21:04:00,Central,Collision,Minor,Car
2025-08-25,11:57:00,East,Collision,Minor,Truck
2025-08-25,01:56:00,East,Collision,Moderate,Bicycle
2025-08-25,23:30:00,South,Collision,Moderate,Car
2025-08-25,01:51:00,Central,Rear-end,Minor,Car
2025-08-25,22:39:00,South,Pedestrian,Minor,Car
2025-08-25,08:37:00,Industrial,Pedestrian,Severe,Car
2025-08-26,00:42:00,Highway,Collision,Minor,Car
2025-08-26,07:18:00,East,Single Vehicle,Minor,Motorcycle
2025-08-26,22:35:00,West,Rear-end,Moderate,Car
2025-08-26,05:49:00,North,Rear-end,Severe,Car
2025-08-26,05:32:00,North,Pedestrian,Minor,Bus
2025-08-26,21:12:00,Central,Hit-and-run,Moderate,Bicycle
2025-08-26,17:13:00,North,Pedestrian,Moderate,Car
2025-08-26,16:55:00,North,Collision,Minor,Truck
2025-08-26,11:32:00,East,Rear-end,Moderate,Car
2025-08-26,05:28:00,West,Single Vehicle,Fatal,Auto
2025-08-26,07:42:00,Suburban,Rear-end,Minor,Truck
2025-08-26,18:48:00,North,Hit-and-run,Minor,Bus
2025-08-26,09:35:00,West,Rear-end,Severe,Car
2025-08-26,00:57:00,Highway,Single Vehicle,Moderate,Motorcycle
2025-08-27,12:43:00,West,Collision,Minor,Motorcycle
2025-08-27,16:09:00,North,Rear-end,Moderate,Car
2025-08-27,02:30:00,North,Collision,Moderate,Car
2025-08-27,07:05:00,Central,Hit-and-run,Moderate,Motorcycle
2025-08-27,13:56:00,South,Hit-and-run,Severe,Truck
2025-08-27,02:00:00,Industrial,Collision,Minor,Car
2025-08-27,15:06:00,Central,Hit-and-run,Minor,Motorcycle
2025-08-27,12:57:00,North,Rear-end,Moderate,Car
2025-08-27,19:26:00,Industrial,Collision,Minor,Car
2025-08-27,23:20:00,Highway,Rear-end,Moderate,Truck
2025-08-27,16:27:00,East,Collision,Minor,Car
2025-08-27,12:15:00,Industrial,Rear-end,Minor,Motorcycle
2025-08-27,05:55:00,South,Rear-end,Minor,Car
2025-08-27,16:45:00,Central,Hit-and-run,Moderate,Truck
2025-08-28,13:22:00,South,Pedestrian,Severe,Motorcycle
2025-08-28,16:51:00,West,Rear-end,Moderate,Bicycle
2025-08-28,07:19:00,Suburban,Collision,Minor,Car
2025-08-28,10:37:00,Central,Single Vehicle,Minor,Bus
2025-08-28,19:53:00,East,Hit-and-run,Moderate,Car
2025-08-28,00:24:00,South,Collision,Minor,Motorcycle
2025-08-28,06:27:00,East,Pedestrian,Moderate,Motorcycle
2025-08-28,20:04:00,Central,Collision,Moderate,Car
2025-08-28,20:55:00,South,Rear-end,Minor,Motorcycle
2025-08-28,16:20:00,Highway,Rear-end,Severe,Car
2025-08-28,09:17:00,West,Rear-end,Minor,Car
2025-08-28,10:46:00,East,Single Vehicle,Moderate,Car
2025-08-28,21:05:00,North,Rear-end,Minor,Truck
2025-08-28,08:56:00,South,Collision,Minor,Bus
2025-08-29,08:28:00,South,Single Vehicle,Moderate,Car
2025-08-29,23:18:00,Highway,Single Vehicle,Moderate,Car
2025-08-29,04:32:00,Suburban,Hit-and-run,Moderate,Car
2025-08-29,16:00:00,East,Rear-end,Moderate,Car
2025-08-29,08:44:00,South,Collision,Moderate,Bus
2025-08-29,16:02:00,Highway,Pedestrian,Minor,Motorcycle
2025-08-29,23:41:00,East,Collision,Moderate,Car
2025-08-29,20:20:00,West,Collision,Moderate,Car
2025-08-29,18:34:00,North,Rear-end,Minor,Bus
2025-08-29,06:40:00,Industrial,Collision,Moderate,Car
2025-08-29,22:39:00,East,Collision,Severe,Car
2025-08-29,08:02:00,Highway,Rear-end,Minor,Truck
2025-08-29,06:24:00,Highway,Collision,Severe,Motorcycle
2025-08-29,12:44:00,North,Collision,Minor,Motorcycle
2025-08-29,10:37:00,Industrial,Collision,Minor,Auto
2025-08-30,13:44:00,Highway,Collision,Minor,Car
2025-08-30,18:54:00,South,Hit-and-run,Moderate,Bus
2025-08-30,10:19:00,Central,Pedestrian,Minor,Car
2025-08-30,12:51:00,Central,Rear-end,Severe,Motorcycle
2025-08-30,13:43:00,East,Rear-end,Severe,Auto
2025-08-30,12:44:00,South,Collision,Moderate,Motorcycle
2025-08-30,00:33:00,West,Collision,Minor,Truck
2025-08-30,07:20:00,North,Collision,Severe,Auto
2025-08-30,11:55:00,Highway,Rear-end,Severe,Car
2025-08-30,18:54:00,North,Hit-and-run,Moderate,Truck
2025-08-30,11:47:00,North,Rear-end,Moderate,Auto
2025-08-30,07:22:00,East,Rear-end,Moderate,Motorcycle
2025-08-30,07:05:00,East,Collision,Moderate,Car
2025-08-30,20:50:00,North,Pedestrian,Minor,Car
2025-08-31,12:52:00,North,Collision,Minor,Car
2025-08-31,11:12:00,Central,Hit-and-run,Minor,Car
2025-08-31,15:48:00,Industrial,Rear-end,Minor,Motorcycle
2025-08-31,00:22:00,Highway,Hit-and-run,Moderate,Car
2025-08-31,12:08:00,East,Single Vehicle,Fatal,Car
2025-08-31,06:16:00,Industrial,Single Vehicle,Fatal,Motorcycle
2025-08-31,04:01:00,Industrial,Rear-end,Moderate,Motorcycle
2025-08-31,07:18:00,Central,Rear-end,Moderate,Motorcycle
2025-08-31,13:18:00,Suburban,Collision,Minor,Truck
2025-08-31,22:55:00,Highway,Single Vehicle,Moderate,Car
2025-08-31,12:06:00,North,Rear-end,Minor,Car
2025-08-31,14:53:00,North,Collision,Minor,Car
2025-08-31,22:41:00,Central,Rear-end,Moderate,Motorcycle
2025-08-31,16:41:00,Central,Collision,Minor,Car
2025-09-01,14:58:00,Industrial,Rear-end,Minor,Bus
2025-09-01,19:19:00,East,Rear-end,Severe,Car
2025-09-01,17:08:00,Highway,Collision,Minor,Auto
2025-09-01,17:16:00,Industrial,Collision,Minor,Motorcycle
2025-09-01,01:26:00,West,Single Vehicle,Minor,Motorcycle
2025-09-01,03:46:00,Industrial,Pedestrian,Minor,Bus
2025-09-01,00:01:00,Central,Pedestrian,Minor,Truck
2025-09-01,03:35:00,South,Collision,Moderate,Motorcycle
2025-09-01,17:18:00,West,Pedestrian,Minor,Auto
2025-09-01,04:16:00,Central,Rear-end,Severe,Motorcycle
2025-09-01,18:04:00,Central,Collision,Minor,Bus
2025-09-01,14:38:00,Highway,Collision,Moderate,Car
2025-09-01,07:17:00,Industrial,Collision,Moderate,Auto
2025-09-01,19:52:00,North,Collision,Moderate,Car
2025-09-01,16:53:00,Industrial,Single Vehicle,Moderate,Car
2025-09-02,00:58:00,Highway,Collision,Severe,Truck
2025-09-02,11:06:00,South,Rear-end,Minor,Car
2025-09-02,18:16:00,Central,Rear-end,Moderate,Car
2025-09-02,14:38:00,Suburban,Collision,Severe,Car
2025-09-02,08:35:00,South,Rear-end,Minor,Truck
2025-09-02,06:39:00,Central,Collision,Minor,Auto
2025-09-02,01:44:00,East,Pedestrian,Minor,Truck
2025-09-02,08:03:00,Highway,Collision,Moderate,Auto
2025-09-02,09:37:00,North,Rear-end,Minor,Motorcycle
2025-09-02,01:24:00,North,Hit-and-run,Minor,Car
2025-09-02,18:04:00,North,Single Vehicle,Minor,Car
2025-09-02,10:29:00,Suburban,Pedestrian,Moderate,Motorcycle
2025-09-02,12:11:00,North,Rear-end,Minor,Car
2025-09-02,09:03:00,West,Rear-end,Minor,Car
2025-09-03,13:23:00,Suburban,Rear-end,Moderate,Motorcycle
2025-09-03,17:28:00,Central,Pedestrian,Severe,Truck
2025-09-03,18:08:00,Suburban,Single Vehicle,Moderate,Car
2025-09-03,21:03:00,Suburban,Collision,Moderate,Bus
2025-09-03,08:50:00,Highway,Rear-end,Minor,Truck
2025-09-03,06:23:00,North,Pedestrian,Minor,Truck
2025-09-03,02:13:00,West,Rear-end,Minor,Bicycle
2025-09-03,19:04:00,Highway,Collision,Severe,Car
2025-09-03,05:17:00,Suburban,Rear-end,Minor,Truck
2025-09-03,20:41:00,North,Rear-end,Severe,Auto
2025-09-03,01:56:00,Highway,Single Vehicle,Fatal,Motorcycle
2025-09-03,05:18:00,South,Rear-end,Minor,Bus
2025-09-03,02:11:00,Central,Collision,Minor,Car
2025-09-03,15:17:00,East,Collision,Minor,Motorcycle
2025-09-04,07:16:00,Highway,Collision,Minor,Car
2025-09-04,01:29:00,East,Rear-end,Minor,Bicycle
2025-09-04,16:23:00,East,Rear-end,Severe,Bus
2025-09-04,08:10:00,Suburban,Collision,Minor,Auto
2025-09-04,11:34:00,South,Hit-and-run,Minor,Truck
2025-09-04,02:22:00,West,Pedestrian,Minor,Car
2025-09-04,10:16:00,South,Collision,Severe,Car
2025-09-04,00:00:00,South,Collision,Moderate,Auto
2025-09-04,22:14:00,Industrial,Single Vehicle,Severe,Car
2025-09-04,12:31:00,Suburban,Collision,Fatal,Car
2025-09-04,14:59:00,West,Pedestrian,Moderate,Motorcycle
2025-09-04,04:08:00,Highway,Rear-end,Minor,Motorcycle
2025-09-04,20:14:00,Central,Pedestrian,Minor,Truck
2025-09-04,16:27:00,North,Pedestrian,Minor,Motorcycle
2025-09-05,22:23:00,East,Hit-and-run,Moderate,Truck
2025-09-05,23:59:00,Central,Single Vehicle,Minor,Auto
2025-09-05,05:34:00,North,Single Vehicle,Minor,Car
2025-09-05,20:21:00,East,Rear-end,Moderate,Car
2025-09-05,21:26:00,Central,Collision,Moderate,Motorcycle
2025-09-05,10:18:00,North,Rear-end,Moderate,Bicycle
2025-09-05,17:44:00,East,Pedestrian,Minor,Car
2025-09-05,03:11:00,West,Hit-and-run,Severe,Car
2025-09-05,02:19:00,Suburban,Collision,Moderate,Truck
2025-09-05,12:00:00,West,Collision,Minor,Car
2025-09-05,22:20:00,South,Hit-and-run,Severe,Bicycle
2025-09-05,08:48:00,Suburban,Collision,Fatal,Auto
2025-09-05,20:44:00,Highway,Rear-end,Minor,Motorcycle
2025-09-05,05:00:00,North,Pedestrian,Minor,Truck
2025-09-05,11:09:00,Central,Rear-end,Moderate,Car
2025-09-06,01:46:00,Industrial,Collision,Minor,Truck
2025-09-06,02:58:00,West,Collision,Severe,Truck
2025-09-06,02:58:00,Highway,Collision,Minor,Car
2025-09-06,11:31:00,Industrial,Collision,Moderate,Car
2025-09-06,14:38:00,West,Rear-end,Moderate,Auto
2025-09-06,08:59:00,Unknown,Rear-end,Moderate,Motorcycle
2025-09-06,22:21:00,East,Collision,Minor,Truck
2025-09-06,07:17:00,Central,Collision,Minor,Car
2025-09-06,10:47:00,Highway,Collision,Minor,Car
2025-09-06,15:45:00,North,Single Vehicle,Minor,Bus
2025-09-06,21:31:00,Highway,Rear-end,Minor,Car
2025-09-06,03:26:00,Suburban,Single Vehicle,Severe,Motorcycle
2025-09-06,00:27:00,Industrial,Single Vehicle,Minor,Car
2025-09-06,23:17:00,West,Rear-end,Moderate,Car
2025-09-07,06:58:00,East,Hit-and-run,Minor,Auto
2025-09-07,01:38:00,South,Collision,Moderate,Motorcycle
2025-09-07,23:48:00,South,Hit-and-run,Fatal,Auto
2025-09-07,04:28:00,West,Collision,Minor,Auto
2025-09-07,06:17:00,Industrial,Pedestrian,Severe,Auto
2025-09-07,03:43:00,Industrial,Collision,Moderate,Auto
2025-09-07,04:07:00,North,Pedestrian,Severe,Car
2025-09-07,23:53:00,East,Collision,Moderate,Auto
2025-09-07,00:30:00,Highway,Single Vehicle,Minor,Car
2025-09-07,00:33:00,East,Collision,Minor,Car
2025-09-07,14:06:00,East,Hit-and-run,Minor,Car
2025-09-07,19:35:00,Highway,Rear-end,Moderate,Car
2025-09-07,18:17:00,Industrial,Collision,Fatal,Truck
2025-09-07,09:59:00,South,Hit-and-run,Moderate,Car
2025-09-08,17:37:00,Highway,Single Vehicle,Minor,Car
2025-09-08,02:58:00,Central,Collision,Severe,Motorcycle
2025-09-08,10:08:00,Suburban,Single Vehicle,Moderate,Motorcycle
2025-09-08,14:58:00,Central,Rear-end,Minor,Bus
2025-09-08,10:08:00,Central,Pedestrian,Minor,Car
2025-09-08,16:45:00,Highway,Rear-end,Minor,Car
2025-09-08,16:07:00,North,Rear-end,Severe,Car
2025-09-08,05:50:00,Industrial,Single Vehicle,Severe,Car
2025-09-08,04:34:00,Highway,Rear-end,Minor,Motorcycle
2025-09-08,07:17:00,Highway,Rear-end,Minor,Motorcycle
2025-09-08,01:04:00,Suburban,Collision,Severe,Car
2025-09-08,15:13:00,South,Collision,Severe,Car
2025-09-08,19:27:00,Industrial,Hit-and-run,Moderate,Car
2025-09-08,23:29:00,Central,Hit-and-run,Moderate,Bicycle
2025-09-08,11:03:00,South,Rear-end,Minor,Car
2025-09-09,05:38:00,Highway,Collision,Moderate,Bus
2025-09-09,00:19:00,South,Rear-end,Minor,Truck
2025-09-09,03:24:00,Unknown,Collision,Severe,Car
2025-09-09,16:27:00,East,Rear-end,Minor,Bicycle
2025-09-09,12:11:00,West,Single Vehicle,Severe,Bus
2025-09-09,17:01:00,Suburban,Pedestrian,Minor,Truck
2025-09-09,04:42:00,Central,Collision,Severe,Car
2025-09-09,23:13:00,West,Single Vehicle,Minor,Motorcycle
2025-09-09,23:21:00,Highway,Rear-end,Minor,Car
2025-09-09,02:30:00,East,Pedestrian,Moderate,Car
2025-09-09,10:22:00,Central,Collision,Minor,Auto
2025-09-09,12:47:00,West,Hit-and-run,Severe,Auto
2025-09-09,03:19:00,South,Collision,Moderate,Car
2025-09-09,13:37:00,Central,Rear-end,Moderate,Bus
2025-09-10,21:54:00,Highway,Collision,Severe,Bus
2025-09-10,10:03:00,East,Collision,Severe,Car
2025-09-10,09:14:00,Suburban,Collision,Moderate,Motorcycle
2025-09-10,18:23:00,Highway,Collision,Severe,Motorcycle
2025-09-10,17:24:00,Industrial,Collision,Minor,Bus
2025-09-10,05:00:00,Central,Hit-and-run,Minor,Auto
2025-09-10,14:06:00,East,Collision,Moderate,Car
2025-09-10,20:56:00,North,Rear-end,Minor,Motorcycle
2025-09-10,09:30:00,Suburban,Collision,Minor,Bus
2025-09-10,04:11:00,Central,Single Vehicle,Minor,Bus
2025-09-10,04:41:00,North,Single Vehicle,Minor,Car
2025-09-10,09:04:00,East,Collision,Severe,Motorcycle
2025-09-10,04:43:00,North,Rear-end,Moderate,Auto
2025-09-10,02:49:00,North,Collision,Fatal,Car
2025-09-11,22:41:00,West,Single Vehicle,Moderate,Motorcycle
2025-09-11,05:37:00,Central,Rear-end,Minor,Bus
2025-09-11,03:59:00,Central,Collision,Minor,Car
2025-09-11,17:11:00,South,Collision,Minor,Auto
2025-09-11,08:38:00,Industrial,Collision,Severe,Car
2025-09-11,16:17:00,West,Rear-end,Minor,Car
2025-09-11,12:01:00,East,Hit-and-run,Minor,Car
2025-09-11,14:09:00,West,Rear-end,Severe,Car
2025-09-11,19:14:00,South,Rear-end,Moderate,Car
2025-09-11,16:29:00,Unknown,Collision,Minor,Truck
